Braemar
Location: 3152E 7914N, 339 metres amsl (1959 to Apr 2005), & 3152E 7919N, 327 metres amsl (Aug 2005 onwards)
Estimated data is marked with a * after the value.
Missing data (more than 2 days missing in month) is marked by  ---.
Sunshine data taken from an automatic Kipp & Zonen sensor marked with a #, otherwise sunshine data taken from a Campbell Stokes recorder.
   yyyy  mm   tmax    tmin      af    rain     sun
   1982   1    2.5    -5.5      18    97.3    19.3
   1982   2    5.8    -0.9      14    76.2    52.3
   1982   3    6.3    -0.4      16   115.9   110.6
   1982   4   10.5     1.7       8    29.4   155.5
   1982   5   13.7     1.6      13    49.0   218.6
   1982   6   15.3     6.9       0    57.7   116.5
   1982   7   20.2     8.7       0    31.5   206.8
   1982   8   16.6     8.7       0   153.0   143.8
   1982   9   14.1     6.4       1   152.3   102.9
   1982  10   10.0     4.1       4   257.6    45.1
   1982  11    6.7     1.1      12   161.8    34.6
   1982  12    4.1    -2.2      19   129.4    14.4
   1983   1    5.7     0.9      12   147.8    20.9
   1983   2    2.0    -4.8      25    87.3    50.7
   1983   3    6.7     1.1      12    59.3    68.8
   1983   4    7.2    -0.6      18    61.2   124.6
   1983   5   10.1     3.6       4   111.2    75.5
   1983   6   15.6     6.2       0    67.0   183.7
   1983   7   21.2    10.3       0    34.4   205.0
   1983   8   20.4     9.8       0    22.5   171.5
   1983   9   12.7     6.4       1    92.0    91.8
   1983  10   10.5     4.2       3    87.2    64.1
   1983  11    7.8     1.5      11    18.0    38.1
   1983  12    6.3     0.5      12   159.4    12.2
   1984   1    1.3    -4.9      26   169.1    25.4
   1984   2    4.2    -1.0      17    83.3    41.8
   1984   3    4.7    -0.8      17   142.5    56.1
   1984   4   11.0     0.4      13    10.9   191.4
   1984   5   13.5     1.7      11    20.5   183.0
   1984   6   16.8     7.7       0    46.6   165.1
   1984   7   20.1     8.8       0    29.7   208.0
   1984   8   20.0     8.2       0    15.7   169.1
   1984   9   13.1     6.1       1   104.5    76.3
   1984  10   11.2     3.5       2   109.2    64.6
   1984  11    6.9     2.2       5   243.8    16.1
   1984  12    5.5    -0.1      14    76.8    20.9
   1985   1    1.1    -4.9      23   117.5    25.5
   1985   2    4.5    -3.7      20    18.5    72.6
   1985   3    4.7    -1.7      19    59.7    68.1
   1985   4    9.2     1.3      12    68.3   112.7
   1985   5   12.8     3.0       6    69.8   135.7
   1985   6   14.5     4.4       0    85.5   151.9
   1985   7   16.6     9.0       0    76.0   107.0
   1985   8   14.9     7.9       0   153.7   128.1
   1985   9   13.3     6.5       0   103.9    87.6
   1985  10   12.2     3.6      10    57.9   111.4
   1985  11    3.5    -2.7      23    71.4    19.3
   1985  12    5.2    -0.7      14   106.1    18.6
   1986   1    2.5    -2.6      22   154.1    15.2
   1986   2   -0.3    -6.7      28    53.6    58.7
   1986   3    5.4    -1.7      14    65.0   120.4
   1986   4    6.6    -0.6      18    44.2   107.4
   1986   5   11.9     4.4       1   109.5   155.3
   1986   6   17.6     6.4       0    60.5   229.7
   1986   7   16.4     8.3       0    45.5   143.1
   1986   8   14.0     6.2       1   113.7   110.0
   1986   9   13.5     5.2       3    13.9   131.6
   1986  10   11.2     4.9       1    60.1    89.3*
   1986  11    7.9     1.2       8    98.8    42.2
   1986  12    4.3    -0.3      18   149.7    23.5
   1987   1    1.6    -4.6      25    35.7    35.1
   1987   2    4.0    -2.6      21    29.0    58.4
   1987   3    4.3    -2.9      25    66.5   108.3
   1987   4   11.5     1.6       6    57.3   136.9
   1987   5   12.1     3.0       2    70.4   187.0
   1987   6   13.0     5.0       1    84.3     ---
   1987   7   17.2     9.5       0    75.6    96.3
   1987   8   16.3     8.6       0    50.5   143.6
   1987   9   13.2     5.4       4    56.3   141.1
   1987  10    9.1     2.2      12   103.9    55.5
   1987  11    5.8     1.3       8    63.6    29.6
   1987  12    5.4    -0.6      15    46.5     9.5
   1988   1    3.7    -1.1      17   123.8    21.7
   1988   2    4.2    -0.4      18    83.0    41.3
   1988   3    5.7    -0.6      18    96.3    95.7
   1988   4    9.4     0.8      13    56.2   108.5
   1988   5   13.6     3.6       3    36.4   196.7
   1988   6   19.3     7.7       0    20.1   222.1
   1988   7   15.5     9.0       0   145.6   110.6
   1988   8   16.0     8.6       0    95.9   141.2
   1988   9   14.2     7.1       0    70.5   133.6
   1988  10   10.0     3.4       9   130.2    60.0
   1988  11    6.8     0.6      12    53.1    53.0
   1988  12    7.9     2.7       3    40.4    22.9
   1989   1    8.2     2.6       6    68.1    30.9
   1989   2    5.5    -0.4      16   125.1    71.0
   1989   3    6.8     0.2      12   127.0   113.3
   1989   4    7.1     0.2      14    39.9   120.1
   1989   5   14.2     4.5       2    37.1   208.9
   1989   6   16.0     6.0       1    45.2   175.6
   1989   7   21.3     9.5       0    11.9   233.8
   1989   8   16.8     8.8       0    70.0   157.1
   1989   9   14.5     6.2       1    69.0   115.9
   1989  10   11.8     4.7       2    72.8    71.8
   1989  11    6.9     1.0      11    35.9    65.8
   1989  12    2.9    -3.7      23    76.4    17.2
   1990   1    6.1     0.8      14   143.0    33.8
   1990   2    5.7     0.6      10   208.5    66.4
   1990   3    8.5     2.6       5    78.6   125.8
   1990   4   10.2     1.2       9    28.5   180.3
   1990   5   14.4     4.3       2    47.6   168.3
   1990   6   15.2     6.9       0    90.6   136.7
   1990   7   18.1     8.5       0    31.7   215.8
   1990   8   17.8     9.6       0    43.2   135.2
   1990   9   13.6     6.2       1    43.4   125.4
   1990  10   10.9     5.3       2   123.6    66.0
   1990  11    6.4     0.7       9    52.5    23.3
   1990  12    4.6    -1.2      20   107.6    22.6
   1991   1    3.5    -2.3      22    69.8    37.2*
   1991   2    3.0    -2.9      22    66.0    42.8
   1991   3    8.5     0.0      16    62.1    77.4
   1991   4    9.2     1.3       9    70.8     ---
   1991   5   13.8     5.0       1    38.0   147.3*
   1991   6   13.5     5.6       2   129.4   142.8*
   1991   7   19.2    10.5       0    56.8   148.8*
   1991   8   18.6     9.5       0    30.7   174.2*
   1991   9   15.7     5.8       3    58.3   152.7*
   1991  10   10.1     3.7       4   144.2    55.5*
   1991  11    6.6     1.4      12   113.8    27.0
   1991  12    6.2    -0.7      19    51.1    28.3
   1992   1    5.8    -2.1      23    62.4    48.8
   1992   2    6.5     0.0      14    56.6    53.1
   1992   3    7.0     1.5       7   116.1    71.8
   1992   4    8.5     1.6       9    53.4    97.2
   1992   5   15.6     4.6       3    42.8   265.2
   1992   6   18.6     8.0       0    41.6   220.3
   1992   7   16.3     8.8       0    42.6   128.3
   1992   8   15.3     6.9       0   125.7   130.3
   1992   9   13.4     6.3       0    92.9    95.0
   1992  10    8.0     0.5      12    72.8    72.5
   1992  11    6.8     0.3      12    85.8    48.0
   1992  12    3.9    -2.4      19    76.3    30.9
   1993   1    4.8    -0.6      18   162.0*   29.2
   1993   2    7.0     2.2       8    31.8    34.1
   1993   3    7.2     0.0      14    59.8   110.1
   1993   4    9.9     2.2       3    75.3   107.8
   1993   5   12.6     3.5       3   106.1   144.4
   1993   6   15.9     7.9       0    30.5   130.2
   1993   7   15.4     7.8       0    49.0   150.0
   1993   8   15.3     7.1       0    44.8   122.1
   1993   9   13.1     4.3       7   107.1   120.4
   1993  10    8.0     1.0      15   173.3    71.2
   1993  11    5.1    -2.4      18    45.0    34.3
   1993  12    3.0    -2.4      24    84.4    23.9
   1994   1    4.0    -0.9      21   124.1    21.7
   1994   2    1.9    -2.4      21   113.4    20.6
   1994   3    5.9    -0.1      15   148.7   109.6
   1994   4    8.4     1.6       9    72.8   122.2
   1994   5   11.8     2.0      12    12.2   201.5
   1994   6   15.7     7.0       0    46.3   174.8
   1994   7   18.7     9.1       0    31.9   158.0
   1994   8   16.9     7.9       0    41.8   143.5
   1994   9   13.4     5.4       0    72.1    99.3
   1994  10   10.5     2.8      10    83.2    69.1*
   1994  11    9.4     3.8       7    69.5    27.7
   1994  12    5.8     0.4      11    88.0    33.6
   1995   1    4.0    -2.1      23   155.1    28.4
   1995   2    4.6    -1.3      17    84.4    63.2
   1995   3    4.9    -2.2      24    65.1   118.9
   1995   4    9.3     1.2      11    42.6   103.8*
   1995   5   12.6     3.3       9    74.6   169.7
   1995   6   17.6     6.3       0    21.4   246.4
   1995   7   19.8     9.1       0    42.2   198.1*
   1995   8   22.1     8.1       0    20.3   236.3
   1995   9   14.0     6.5       1   180.8    78.5
   1995  10   12.8     5.5       3   146.0    80.2
   1995  11    7.9     2.0      10    78.2    25.8
   1995  12    1.3    -5.2      22    59.4    27.2
   1996   1    4.3     0.9      12    96.3    11.5
   1996   2    3.2    -3.2      22    97.1    76.3
   1996   3    4.3    -0.7      23    41.0    72.5
   1996   4    9.1     2.5       6    62.4   117.3
   1996   5   10.2     1.9      10    43.4   148.4
   1996   6   16.7     6.9       0    15.9   239.0
   1996   7   18.0     8.3       0    47.5   169.6
   1996   8   17.9     9.5       0    51.4*  139.4
   1996   9   15.6     6.0       0    32.5*  150.2
   1996  10   12.0     5.3       0   112.8*   60.9
   1996  11    5.4    -1.4      18   121.4*   55.9
   1996  12    3.4    -2.4      23    52.7*   27.0*
   1997   1    3.9    -2.6      22    22.3*   33.3
   1997   2    6.0    -0.3      16   124.4*   51.8
   1997   3    9.3     2.2       6    70.9*  128.9
   1997   4   10.8     2.0       7    14.4*  100.6
   1997   5   13.0     3.8       4    94.6*  166.9
   1997   6   15.0     6.1       0    90.0*  144.0
   1997   7   18.9     8.4       0    49.7*  201.8
   1997   8   20.3     9.3       0    45.1*  193.7
   1997   9   15.2     5.4       4    42.2*  168.5
   1997  10   11.5     3.4       7    35.1*  104.5
   1997  11    8.4     3.4       3   121.8*   25.9
   1997  12    6.0     0.9      14   102.0    13.5
   1998   1    5.1    -0.5      13    81.6    21.7*
   1998   2    8.9     4.0       3    40.6    60.2*
   1998   3    7.9     0.5      12    53.5    83.1*
   1998   4    7.1     0.5      12   184.1   132.3*
   1998   5   14.6     4.6       4    39.0   184.3
   1998   6   14.1     6.3       0    87.7   119.3
   1998   7   16.0     8.4       0    95.0   139.9
   1998   8   16.4     8.6       0    34.6   146.7
   1998   9   15.4     7.5       0    73.8   111.9
   1998  10    9.2     2.8       6   129.9*   75.3*
   1998  11    6.3    -0.7      12    98.2    54.8
   1998  12    6.1    -0.1      14    96.5    16.8
   1999   1    4.4    -0.4      14   105.9    34.2
   1999   2    4.7    -1.2      17    54.5    57.3
   1999   3    7.3     0.4      12    46.5   105.5
   1999   4   11.2     2.1       9    63.1   134.4
   1999   5   14.0     5.1       1    63.8   178.2
   1999   6   15.2     6.6       1    54.5   154.0
   1999   7   19.3*    9.2*      0*   51.2*  167.7*
   1999   8   16.9     6.6       3    32.5   142.0*
   1999   9   16.2     7.7       0   164.5   115.5*
   1999  10   11.0     5.0       2    73.3    43.0
   1999  11    8.5     2.2       8    61.8    26.8
   1999  12    3.4    -2.2      20   197.2    25.1
   2000   1    6.5     0.4      13    99.6    37.7
   2000   2    5.8    -0.4      16    88.2    57.9
   2000   3    8.9     1.1      13    53.7   100.7
   2000   4    8.7     0.9      11   122.2   129.3
   2000   5   14.8     3.4       3    31.8   239.3
   2000   6   15.2     6.1       1    42.3   157.5
   2000   7   17.6     7.6       1    91.5   164.9
   2000   8   17.8     8.0       0    73.8   140.8
   2000   9   14.8     7.0       0   115.2   111.6
   2000  10   10.6     4.3       4   160.2    64.3
   2000  11    6.2     1.1       7   163.5    32.4
   2000  12    5.0     0.7      12   123.0    13.9
   2001   1    3.1    -2.8      22    67.1    32.7
   2001   2    3.8    -2.3      19    82.3    69.7
   2001   3    4.6    -2.4      19    62.9    89.9
   2001   4    8.4     0.9      12    33.2   147.3
   2001   5   16.2     4.0       6    16.9   227.2
   2001   6   14.6     6.3       2    43.4   142.6
   2001   7   17.4     9.2       0    77.6   105.3
   2001   8   16.8     8.3       0    92.0   122.6
   2001   9   13.4     7.0       0    49.4    78.7
   2001  10   12.8     7.9       0   170.2    59.9
   2001  11    8.5     1.4      13    67.2    41.8
   2001  12    4.3    -2.1      23    69.6    19.9
   2002   1    6.2    -0.2      11   115.0    33.6
   2002   2    5.0    -0.2      12   133.1    51.1
   2002   3    7.8     0.5      14    57.4    95.5
   2002   4   11.0     1.9       7    41.1   141.6
   2002   5   13.6     4.5       3    87.4   168.7
   2002   6   15.3     7.9       0    60.8   127.1
   2002   7   16.7     8.9       0   121.1   100.7
   2002   8   18.5    10.2       0    85.8   136.3
   2002   9   16.0     6.0       2    33.1   121.0
   2002  10    8.7     2.6       6   155.4    58.7
   2002  11    7.7     2.5       6   162.7    34.8
   2002  12    4.3     1.3       7    63.5     5.6
   2003   1    4.9    -1.5      17    83.3    20.4
   2003   2    5.4    -2.8      23    39.1    85.9
   2003   3   10.9    -0.1      14    50.7   147.8
   2003   4   12.8     1.7      11    43.6   162.9
   2003   5   12.6     5.0       1    72.4   132.0
   2003   6   17.5     8.6       0    21.1   157.9
   2003   7   19.4    10.4       0    43.2   169.6
   2003   8   19.8     9.0       0     9.3   181.5
   2003   9   15.7     5.1       2    24.8   116.3
   2003  10   10.3     1.8      10    33.5   108.0
   2003  11    8.9     2.2       7    85.2    43.5
   2003  12    6.1    -1.6      19   107.4    22.8
   2004   1    5.0    -0.5      18    91.6    21.8
   2004   2    5.6    -1.9      21    49.3    74.6
   2004   3    7.7    -0.1      10    56.3   107.8
   2004   4   10.6     2.9       4    91.5    90.6
   2004   5   14.9     4.4       4    69.8   193.6
   2004   6   15.9     8.1       0    54.4   120.1
   2004   7   16.4     8.0       0    44.6   111.6
   2004   8   18.4    10.1       1   177.2   147.6
   2004   9   15.2     7.1       3    46.8   117.6
   2004  10    9.7     4.1       4   158.5    36.9
   2004  11    8.5     2.0       6    35.4    45.3
   2004  12    7.3    -0.2      15    62.4    28.2
   2005   1    6.8     0.2      12   127.4    21.1
   2005   2    4.5    -0.1      15    67.1    46.5
   2005   3    7.8     1.1      14    69.6    75.6
   2005   4   10.1     1.5      11    72.5   147.6
   2005   5    ---     ---     ---     ---     ---
   2005   6    ---     ---     ---     ---     ---
